,Date,prices,Brand
0,2018-01-01,-0.9018638692251912,Apple
1,2018-01-02,-0.6962911464184829,Apple
2,2018-01-03,0.933172037020517,Apple
3,2018-01-04,0.9873960152549076,Apple
4,2018-01-05,1.2678117394698736,Apple
5,2018-01-06,1.9319612124703252,Apple
6,2018-01-07,0.660330549272039,Apple
7,2018-01-08,2.490968416010897,Apple
8,2018-01-09,1.5724010562224775,Apple
9,2018-01-10,-0.31954805990266677,Apple
10,2018-01-11,-0.5640354222439797,Apple
11,2018-01-12,1.0709741798830024,Apple
12,2018-01-13,1.1284321364352,Apple
13,2018-01-14,1.0114630202551738,Apple
14,2018-01-15,1.737787646766538,Apple
15,2018-01-16,5.581273978735284,Apple
16,2018-01-17,5.896723699554483,Apple
17,2018-01-18,5.845982902636847,Apple
18,2018-01-19,5.48127290524525,Apple
19,2018-01-20,6.630733913451281,Apple
20,2018-01-21,7.205338513955036,Apple
21,2018-01-22,9.193853507894891,Apple
22,2018-01-23,8.455620489363213,Apple
23,2018-01-24,8.42679148478594,Apple
24,2018-01-25,10.08671561546586,Apple
25,2018-01-26,11.013149725115785,Apple
26,2018-01-27,11.601382849700325,Apple
27,2018-01-28,12.565363420163292,Apple
28,2018-01-29,11.370158892848776,Apple
29,2018-01-30,12.136008490395405,Apple
30,2018-01-31,12.155985458082089,Apple
31,2018-02-01,13.741340399460134,Apple
32,2018-02-02,13.72517811688651,Apple
33,2018-02-03,15.176207686225807,Apple
34,2018-02-04,15.148079119002396,Apple
35,2018-02-05,14.34974539014029,Apple
36,2018-02-06,15.990856042727232,Apple
37,2018-02-07,15.676830980923425,Apple
38,2018-02-08,16.618695048371393,Apple
39,2018-02-09,17.37830043712832,Apple
40,2018-02-10,17.00995708304037,Apple
41,2018-02-11,18.582476882095815,Apple
42,2018-02-12,18.95331931706909,Apple
43,2018-02-13,18.261905067306454,Apple
44,2018-02-14,18.40384087946469,Apple
45,2018-02-15,20.040224151670692,Apple
46,2018-02-16,20.80929685493037,Apple
47,2018-02-17,22.697783463304948,Apple
48,2018-02-18,21.977377273244485,Apple
49,2018-02-19,22.803577061172643,Apple
50,2018-02-20,21.29382525455587,Apple
51,2018-02-21,21.806188224473974,Apple
52,2018-02-22,23.143458196718353,Apple
53,2018-02-23,23.331403454928395,Apple
54,2018-02-24,23.13896435253026,Apple
55,2018-02-25,23.646344753803078,Apple
56,2018-02-26,23.443805099460263,Apple
57,2018-02-27,22.48806660193425,Apple
58,2018-02-28,23.095797938412414,Apple
59,2018-03-01,24.18989279366972,Apple
60,2018-03-02,25.26196196770708,Apple
61,2018-03-03,26.73830991860941,Apple
62,2018-03-04,26.953821510728847,Apple
63,2018-03-05,28.8772916866269,Apple
64,2018-03-06,28.48840009154404,Apple
65,2018-03-07,29.40461260338269,Apple
66,2018-03-08,30.438068802892612,Apple
67,2018-03-09,29.796055393918948,Apple
68,2018-03-10,31.768994415970738,Apple
69,2018-03-11,32.76980117719726,Apple
70,2018-03-12,30.586405610792717,Apple
71,2018-03-13,30.40041607900095,Apple
72,2018-03-14,29.84630983468847,Apple
73,2018-03-15,30.415321155387108,Apple
74,2018-03-16,30.630624110700555,Apple
75,2018-03-17,31.02513818686815,Apple
76,2018-03-18,31.528931007296475,Apple
77,2018-03-19,30.989146675075375,Apple
78,2018-03-20,30.037668525114523,Apple
79,2018-03-21,30.08753323055392,Apple
80,2018-03-22,30.180036336698382,Apple
81,2018-03-23,28.85336409666371,Apple
82,2018-03-24,28.492684031868944,Apple
83,2018-03-25,27.614055190368838,Apple
84,2018-03-26,27.90799479398758,Apple
85,2018-03-27,28.691160946663764,Apple
86,2018-03-28,27.694569464897533,Apple
87,2018-03-29,27.32027431299884,Apple
88,2018-03-30,26.60168402859306,Apple
89,2018-03-31,27.775035197375388,Apple
90,2018-04-01,27.317244184980115,Apple
91,2018-04-02,26.540323039156398,Apple
92,2018-04-03,27.904983019725503,Apple
93,2018-04-04,25.890181315619223,Apple
94,2018-04-05,25.31697281029409,Apple
95,2018-04-06,24.07837396272939,Apple
96,2018-04-07,24.35560156732298,Apple
97,2018-04-08,24.39112933932514,Apple
98,2018-04-09,23.668479497817987,Apple
99,2018-04-10,25.09464885200024,Apple
100,2018-04-11,25.525071134263918,Apple
101,2018-04-12,24.67739360434527,Apple
102,2018-04-13,25.12314521938048,Apple
103,2018-04-14,23.39549379782084,Apple
104,2018-04-15,22.161515604636737,Apple
105,2018-04-16,22.566895009482494,Apple
106,2018-04-17,22.876774399092163,Apple
107,2018-04-18,23.912507020089286,Apple
108,2018-04-19,23.944307464499264,Apple
109,2018-04-20,25.475227547539067,Apple
110,2018-04-21,24.38686055511132,Apple
111,2018-04-22,24.829640267713565,Apple
112,2018-04-23,26.098864425320592,Apple
113,2018-04-24,28.7309354254446,Apple
114,2018-04-25,30.049797104166636,Apple
115,2018-04-26,30.27262449426517,Apple
116,2018-04-27,30.64079174690946,Apple
117,2018-04-28,31.745947853465005,Apple
118,2018-04-29,32.10346809909916,Apple
119,2018-04-30,32.36942330463086,Apple
120,2018-05-01,34.3606252339688,Apple
121,2018-05-02,33.259158939323534,Apple
122,2018-05-03,33.12705472727546,Apple
123,2018-05-04,33.400365941750266,Apple
124,2018-05-05,34.12440853623726,Apple
125,2018-05-06,34.832935671373846,Apple
126,2018-05-07,34.12470959481311,Apple
127,2018-05-08,34.22466084092513,Apple
128,2018-05-09,33.6925895234434,Apple
129,2018-05-10,34.388417888099234,Apple
130,2018-05-11,33.62266189883398,Apple
131,2018-05-12,34.23867409237933,Apple
132,2018-05-13,34.6922505195723,Apple
133,2018-05-14,35.5297222364006,Apple
134,2018-05-15,34.74185646036061,Apple
135,2018-05-16,32.02044697998566,Apple
136,2018-05-17,30.64934069990206,Apple
137,2018-05-18,30.76572407844713,Apple
138,2018-05-19,29.54117280968279,Apple
139,2018-05-20,28.69479815696504,Apple
140,2018-05-21,28.678466937943757,Apple
141,2018-05-22,30.269709915891983,Apple
142,2018-05-23,30.82878800244146,Apple
143,2018-05-24,31.097482859493347,Apple
144,2018-05-25,31.147651731531827,Apple
145,2018-05-26,30.46641520156142,Apple
146,2018-05-27,31.43156366896071,Apple
147,2018-05-28,29.104822902952026,Apple
148,2018-05-29,29.99015940193786,Apple
149,2018-05-30,31.763498824250355,Apple
150,2018-05-31,30.98030463453343,Apple
151,2018-06-01,30.571799431681605,Apple
152,2018-06-02,31.938553786706617,Apple
153,2018-06-03,31.887776668858688,Apple
154,2018-06-04,32.52603822891377,Apple
155,2018-06-05,32.28957924491847,Apple
156,2018-06-06,33.32012961584846,Apple
157,2018-06-07,33.711827812101845,Apple
158,2018-06-08,34.3382999721456,Apple
159,2018-06-09,31.51988536855959,Apple
160,2018-06-10,30.795487677511083,Apple
161,2018-06-11,31.081578196322248,Apple
162,2018-06-12,31.04762470114052,Apple
163,2018-06-13,28.774825653711535,Apple
164,2018-06-14,29.193977657200556,Apple
165,2018-06-15,29.352460040087788,Apple
166,2018-06-16,29.155353444121463,Apple
167,2018-06-17,29.14964079945086,Apple
168,2018-06-18,29.71643695680117,Apple
169,2018-06-19,30.065890871795848,Apple
170,2018-06-20,30.082621149877223,Apple
171,2018-06-21,29.7733014522564,Apple
172,2018-06-22,30.36970705507221,Apple
173,2018-06-23,28.725640381559874,Apple
174,2018-06-24,27.657647863822937,Apple
175,2018-06-25,27.931260574167055,Apple
176,2018-06-26,27.175093914445572,Apple
177,2018-06-27,28.572016435010067,Apple
178,2018-06-28,30.556908179777302,Apple
179,2018-06-29,29.548620311162942,Apple
180,2018-06-30,29.63646781270399,Apple
181,2018-07-01,30.839346924383964,Apple
182,2018-07-02,31.936177729200043,Apple
183,2018-07-03,30.800149187873537,Apple
184,2018-07-04,31.96473182416098,Apple
185,2018-07-05,31.922715058435553,Apple
186,2018-07-06,32.93136101657764,Apple
187,2018-07-07,34.640696519126,Apple
188,2018-07-08,35.036780344930435,Apple
189,2018-07-09,35.53876806803282,Apple
190,2018-07-10,35.81205724965264,Apple
191,2018-07-11,34.3707705807516,Apple
192,2018-07-12,34.71608319483401,Apple
193,2018-07-13,35.1781638060021,Apple
194,2018-07-14,35.45858750115513,Apple
195,2018-07-15,34.933619175776556,Apple
196,2018-07-16,33.6772478476554,Apple
197,2018-07-17,35.09252684793567,Apple
198,2018-07-18,36.17726799502876,Apple
199,2018-07-19,34.229899732475204,Apple
200,2018-07-20,35.77321023680468,Apple
201,2018-07-21,36.650129545914936,Apple
202,2018-07-22,37.845915616144254,Apple
203,2018-07-23,36.325714695267564,Apple
204,2018-07-24,35.98550070377412,Apple
205,2018-07-25,36.822427173498646,Apple
206,2018-07-26,35.32093671361827,Apple
207,2018-07-27,35.53767969832967,Apple
208,2018-07-28,35.29385009874419,Apple
209,2018-07-29,35.098477194752064,Apple
210,2018-07-30,34.3629495253258,Apple
211,2018-07-31,35.19679590245712,Apple
212,2018-08-01,34.14078764137504,Apple
213,2018-08-02,33.86805331314591,Apple
214,2018-08-03,34.579109305871945,Apple
215,2018-08-04,32.92171845717597,Apple
216,2018-08-05,34.42146956231927,Apple
217,2018-08-06,34.19025159201793,Apple
218,2018-08-07,34.43543712466607,Apple
219,2018-08-08,34.18485876967365,Apple
220,2018-08-09,34.69938097844221,Apple
221,2018-08-10,32.79295383024755,Apple
222,2018-08-11,34.04174911282805,Apple
223,2018-08-12,34.65531515743281,Apple
224,2018-08-13,34.06449056243439,Apple
225,2018-08-14,35.964826962017455,Apple
226,2018-08-15,37.56251905149473,Apple
227,2018-08-16,36.86238897156912,Apple
228,2018-08-17,36.146947037428134,Apple
229,2018-08-18,37.31800525467059,Apple
230,2018-08-19,37.92896836200566,Apple
231,2018-08-20,39.18522921201352,Apple
232,2018-08-21,38.25420804901716,Apple
233,2018-08-22,41.021429714976804,Apple
234,2018-08-23,42.61021082757597,Apple
235,2018-08-24,42.67809347871068,Apple
